Permit Number,Permit Type,Tract,Status,Initiating Office,License Number,Latitude,Longitude,Census Tract,Council District
20016-30000-07515,Bldg-Alter/Repair,EAST END TERRACE,Permit Finaled,WEST LA,773147,,,2039,14
17010-10001-02390,Bldg-Alter/Repair,TR 5258,Re-Activate Permit,METRO,0,34.05125,-118.19281,2032,14
20041-90000-15803,Electrical,TR 4812,Permit Finaled,INTERNET,795556,34.04302,-118.19271,2038,14
18041-70000-17041,Electrical,JEFFERSON ST. PARK TRACT,Permit Finaled,SOUTH LA,921687,,,2190.2,10
18041-70000-38693,Electrical,HYLAND HEIGHTS TRACT,Permit Finaled,SOUTH LA,834794,34.04304,-118.19831,2038,14
19041-90000-15170,Electrical,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,INTERNET,1011527,34.03362,-118.19702,2039,14
18041-20000-13368,Electrical,TR 5258,Issued,VAN NUYS,1021275,34.05211,-118.19432,2032,14
16041-90000-06174,Electrical,KENYON AND SMITH TRACT,Permit Finaled,INTERNET,888104,34.03182,-118.19869,2041.2,14
16016-10000-18165,Bldg-Alter/Repair,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Permit Finaled,METRO,964798,34.03664,-118.20107,2041.1,14
20010-10000-00888,Bldg-New,RAYMUND HEIGHTS TRACT,Issued,METRO,0,34.04509,-118.19287,2038,14
18041-10000-01786,Electrical,LA PALOMA HEIGHTS ADDITION,Permit Finaled,METRO,998787,34.03518,-118.19751,2041.1,14
18041-10000-49077,Electrical,CARNATION TERRACE TRACT,Permit Finaled,METRO,855010,34.04846,-118.19609,2038,14
18041-10000-12587,Electrical,EUCLID PLACE TRACT,Permit Finaled,METRO,1021841,34.0366,-118.20373,2043,14
18042-30000-00765,Plumbing,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,WEST LA,924662,34.03458,-118.20322,2041.2,14
16016-10000-19621,Bldg-Alter/Repair,HYLAND HEIGHTS TRACT,Permit Finaled,METRO,0,34.04313,-118.19683,2038,14
17041-10000-33328,Electrical,KENYON AND SMITH TRACT,Permit Finaled,METRO,0,34.0328,-118.19917,2041.2,14
18016-10000-40832,Bldg-Alter/Repair,RAYMUND HEIGHTS TRACT,Issued,METRO,991853,34.04795,-118.19265,2038,14
18041-90000-45712,Electrical,CARNATION TERRACE TRACT,Permit Finaled,INTERNET,1020537,34.04747,-118.19639,2038,14
17042-90000-17352,Plumbing,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Issued,INTERNET,995016,34.0337,-118.19661,2039,14
20041-90000-25878,Electrical,TR 2941,Permit Finaled,INTERNET,897539,34.04979,-118.19367,2032,14
18044-70000-15006,HVAC,"RECORDS SUBDIVISION OF THE WESTERLY 1/2 OF LOT 7, BLOCK 74 HANCOCKS SURVEY",Permit Finaled,SOUTH LA,929543,34.04408,-118.19804,2038,14
19042-90000-13766,Plumbing,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Permit Finaled,INTERNET,989217,34.03623,-118.20159,2041.1,14
18016-10000-00186,Bldg-Alter/Repair,LA PALOMA HEIGHTS ADDITION,Permit Finaled,METRO,951655,34.03591,-118.19699,2041.1,14
18016-10000-20838,Bldg-Alter/Repair,PLATEAU TRACT,Issued,METRO,0,34.03249,-118.19313,2039,14
20041-90000-10797,Electrical,EAST END TERRACE,Permit Finaled,INTERNET,1033090,34.03449,-118.19368,2039,14
20044-30000-03202,HVAC,EAST END TERRACE,Permit Finaled,WEST LA,773147,,,2039,14
20016-10000-02199,Bldg-Alter/Repair,TR 1735,Permit Finaled,METRO,543710,34.03784,-118.20064,2041.1,14
20042-90000-23463,Plumbing,TR 8453,Issued,INTERNET,0,34.05359,-118.19306,2032,14
20044-30000-04863,HVAC,KENYON AND SMITH TRACT,Issued,WEST LA,795556,,,2041.2,14
20041-30000-17071,Electrical,KENYON AND SMITH TRACT,Issued,WEST LA,795556,,,2041.2,14
18030-10000-08661,Grading,SUBDIVISION OF THE CHEESBROUGH TRACT,Permit Finaled,METRO,973501,34.0389,-118.19373,2039,14
18010-30000-02114,Bldg-New,HYLAND HEIGHTS TRACT,CofO Issued,WEST LA,834794,34.04308,-118.19828,2038,14
18014-10000-06707,Bldg-Addition,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,CofO Issued,METRO,0,34.03261,-118.1966,2039,14
20016-10000-03235,Bldg-Alter/Repair,EAST END TERRACE,Permit Finaled,METRO,773147,34.03449,-118.19368,2039,14
20044-30000-04975,HVAC,KENYON AND SMITH TRACT,Issued,WEST LA,1019179,,,2041.2,14
20041-90000-15976,Electrical,MOUNTAIN VIEW TRACT,Permit Finaled,INTERNET,0,34.03266,-118.20098,2041.2,14
20044-20000-12152,HVAC,LA PALOMA HEIGHTS TRACT,Issued,VAN NUYS,711937,34.0361,-118.19902,2041.1,14
18010-30000-02115,Bldg-New,HYLAND HEIGHTS TRACT,CofO Issued,WEST LA,834794,34.04304,-118.19831,2038,14
20042-10000-19890,Plumbing,TR 2416,Permit Finaled,METRO,622969,34.03471,-118.19888,2041.2,14
20041-90000-22761,Electrical,TR 2941,Permit Finaled,INTERNET,965676,34.0502,-118.19565,2032,14
20042-10000-09641,Plumbing,KENYON AND SMITH TRACT,Permit Finaled,METRO,1019179,,,2041.2,14
20044-30001-01982,HVAC,KENYON AND SMITH TRACT,Permit Finaled,WEST LA,1019179,,,2041.2,14
15042-30002-13978,Plumbing,KENYON AND SMITH TRACT,Permit Finaled,WEST LA,1019179,34.03151,-118.19877,2041.2,14
20042-90000-10219,Plumbing,KENYON AND SMITH TRACT,Permit Finaled,INTERNET,1005806,34.03117,-118.19904,2041.2,14
16041-90000-03397,Electrical,EAST END TERRACE,Permit Finaled,INTERNET,357789,34.03567,-118.19471,2039,14
18042-90000-20396,Plumbing,HAMMELL'S SUBDIVISION OF LOTS 31 AND 32 OF WORKMAN AND HELLMAN'S SUBDIVISION OF LOT 2 IN BLOCK NO. 72 HANCOCK'S SURVEY,Permit Finaled,INTERNET,989217,34.03384,-118.20355,2041.2,14
18016-20001-38720,Bldg-Alter/Repair,RAYMUND HEIGHTS TRACT,Issued,VAN NUYS,1023948,34.04795,-118.19265,2038,14
18042-90000-19141,Plumbing,LA PALOMA HEIGHTS TRACT,Issued,INTERNET,0,34.03658,-118.19782,2041.1,14
18044-10000-03163,HVAC,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Permit Finaled,METRO,802990,34.03679,-118.19885,2041.1,14
16041-90000-22085,Electrical,RAYMUND HEIGHTS TRACT,Permit Finaled,INTERNET,888104,34.04735,-118.19287,2038,14
17041-90000-37109,Electrical,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVISION",Permit Finaled,INTERNET,727157,34.03411,-118.20189,2041.2,14
18044-10000-03975,HVAC,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,METRO,622969,34.0353,-118.20183,2041.2,14
18041-90000-08318,Electrical,TR 4812,Permit Finaled,INTERNET,1004667,34.04221,-118.19282,2038,14
18020-10000-03730,Nonbldg-New,SUBDIVISION OF THE CHEESBROUGH TRACT,Permit Finaled,METRO,973501,34.0389,-118.19373,2039,14
19044-90000-06248,HVAC,RAYMUND HEIGHTS TRACT,Issued,INTERNET,899875,34.04795,-118.19265,2038,14
17016-90000-34998,Bldg-Alter/Repair,RAYMUND HEIGHTS TRACT,Permit Finaled,INTERNET,468117,34.04524,-118.19322,2038,14
16041-90000-13696,Electrical,MOUNTAIN VIEW TRACT,Permit Finaled,INTERNET,888104,34.03361,-118.20077,2041.2,14
18041-20000-36369,Electrical,CARNATION TERRACE TRACT,Permit Finaled,VAN NUYS,497994,34.04682,-118.19467,2038,14
17042-10000-23895,Plumbing,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,METRO,423484,34.03513,-118.20435,2041.2,14
18042-70000-00543,Plumbing,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,SOUTH LA,987371,34.03153,-118.1939,2039,14
18016-90000-28972,Bldg-Alter/Repair,PLATEAU TRACT,Issued,INTERNET,0,34.03355,-118.19252,2039,14
17016-10001-05197,Bldg-Alter/Repair,PLATEAU TRACT,Permit Finaled,METRO,0,34.03295,-118.19364,2039,14
18042-10000-05772,Plumbing,TR 2271,Issued,METRO,635442,34.03452,-118.20594,2043,14
17016-10000-36074,Bldg-Alter/Repair,MOUNTAIN VIEW TRACT,Permit Finaled,METRO,0,34.03335,-118.20044,2041.2,14
19041-10000-13030,Electrical,TR 2941,Permit Finaled,METRO,0,34.05012,-118.19347,2032,14
17044-70000-13772,HVAC,CARNATION TERRACE TRACT,Permit Finaled,SOUTH LA,1011173,34.04879,-118.19455,2038,14
19016-10000-02588,Bldg-Alter/Repair,MOUNTAIN VIEW TRACT,Issued,METRO,0,34.03325,-118.20155,2041.2,14
17016-10000-16565,Bldg-Alter/Repair,TR 2416,Permit Finaled,METRO,847679,,,2041.2,14
16042-20000-26151,Plumbing,EUCLID PLACE TRACT,Permit Finaled,VAN NUYS,311690,34.03642,-118.20384,2043,14
17041-90000-02909,Electrical,BOSTON HEIGHTS,Permit Finaled,INTERNET,993884,34.06033,-118.19282,2031,14
18041-90000-16172,Electrical,MOUNTAIN VIEW TRACT,Issued,INTERNET,888104,34.03357,-118.20067,2041.2,14
18016-10000-05624,Bldg-Alter/Repair,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,METRO,0,34.03508,-118.20405,2041.2,14
16041-10001-24216,Electrical,THOMPSON AND SCHOCK TRACT,Permit Finaled,METRO,230077,,,2043,14
17016-10000-16458,Bldg-Alter/Repair,TR 5258,Permit Finaled,METRO,1018269,34.05134,-118.19278,2032,14
18041-70000-44968,Electrical,HYLAND HEIGHTS TRACT,Permit Finaled,SOUTH LA,633240,34.04403,-118.19663,2038,14
17044-40000-14483,HVAC,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Permit Finaled,SANPEDRO,687653,34.03692,-118.19913,2041.1,14
16041-10000-23896,Electrical,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,METRO,948234,34.03559,-118.20304,2041.2,14
18041-10000-22978,Electrical,KENYON AND SMITH TRACT,Permit Finaled,METRO,814700,34.03393,-118.19816,2041.2,14
18016-20002-13524,Bldg-Alter/Repair,TR 5258,Issued,VAN NUYS,1021275,34.05211,-118.19432,2032,14
16042-10000-03969,Plumbing,KENYON AND SMITH TRACT,Permit Finaled,METRO,980770,34.03151,-118.19877,2041.2,14
16041-90000-10781,Electrical,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,INTERNET,1007894,34.03224,-118.19333,2039,14
16030-30000-03690,Grading,KENYON AND SMITH TRACT,Permit Finaled,WEST LA,832488,34.03358,-118.19762,2041.2,14
16016-90000-10668,Bldg-Alter/Repair,TR 8453,Refund in Progress,INTERNET,837030,34.05312,-118.19285,2032,14
17042-90000-01555,Plumbing,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVISION",Permit Finaled,INTERNET,261690,34.03407,-118.2018,2041.2,14
20041-10000-22928,Electrical,KENYON AND SMITH TRACT,Permit Finaled,METRO,1024460,34.03371,-118.19955,2041.2,14
18044-90000-02880,HVAC,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,INTERNET,240186,34.03201,-118.19281,2039,14
18041-90000-41428,Electrical,CORCORAN TRACT,Permit Finaled,INTERNET,867533,34.03905,-118.19988,2041.1,14
17044-70000-01131,HVAC,S 1/2 LOT 5 BLOCK F HANCOCK SURVEY,Permit Finaled,SOUTH LA,688579,34.03459,-118.19594,2039,14
16044-10000-10373,HVAC,TR 2941,Permit Finaled,METRO,622969,34.05069,-118.19451,2032,14
17041-10000-39214,Electrical,MOUNTAIN VIEW TRACT,Permit Finaled,METRO,594964,34.033,-118.20171,2041.2,14
21044-10000-01207,HVAC,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Permit Finaled,METRO,622969,34.03726,-118.19999,2041.1,14
17016-90000-32077,Bldg-Alter/Repair,TR 2941,Permit Finaled,INTERNET,0,34.05049,-118.19325,2032,14
16041-10000-38601,Electrical,CARNATION TERRACE TRACT,Permit Finaled,METRO,383811,34.04707,-118.19744,2038,14
16044-10000-02163,HVAC,HYLAND HEIGHTS TRACT,Permit Finaled,METRO,622969,34.04481,-118.19614,2038,14
18041-90000-47644,Electrical,RAYMUND HEIGHTS TRACT,Permit Finaled,INTERNET,961988,34.04546,-118.1931,2038,14
19042-90000-15727,Plumbing,DACOTAH TRACT,Issued,INTERNET,989217,34.03678,-118.20188,2041.1,14
16041-10000-39166,Electrical,LA PALOMA HEIGHTS ADDITION,Permit Finaled,METRO,0,34.03582,-118.19666,2041.1,14
17041-20000-06953,Electrical,TR 5258,Permit Finaled,VAN NUYS,941020,34.05188,-118.19375,2032,14
18041-10000-09905,Electrical,RAYMUND HEIGHTS TRACT,Permit Finaled,METRO,926428,34.04658,-118.19339,2038,14
18042-20000-00400,Plumbing,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Permit Finaled,VAN NUYS,505706,34.03623,-118.19986,2041.1,14
17026-30000-00518,Nonbldg-Alter/Repair,TR 2941,Issued,WEST LA,423484,34.04873,-118.19358,2032,14
16016-10000-22505,Bldg-Alter/Repair,TR 8453,Permit Finaled,METRO,1004411,34.0539,-118.19318,2032,14
17042-90000-29077,Plumbing,CORCORAN TRACT,Issued,INTERNET,505706,34.0392,-118.19997,2041.1,14
16042-20000-15083,Plumbing,TR 4812,Permit Expired,VAN NUYS,1002544,34.04427,-118.19322,2038,14
17016-90000-36080,Bldg-Alter/Repair,RAYMUND HEIGHTS TRACT,Issued,INTERNET,468117,34.04524,-118.19322,2038,14
18042-10000-06642,Plumbing,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Permit Finaled,METRO,802990,34.03679,-118.19885,2041.1,14
16044-10000-02158,HVAC,"RECORDS SUBDIVISION OF THE WESTERLY 1/2 OF LOT 7, BLOCK 74 HANCOCKS SURVEY",Permit Finaled,METRO,622969,34.04434,-118.19863,2038,14
17044-10000-12510,HVAC,HAMMELL'S SUBDIVISION OF LOTS 31 AND 32 OF WORKMAN AND HELLMAN'S SUBDIVISION OF,Permit Finaled,METRO,423484,34.03396,-118.20511,2041.2,14
18016-90000-09783,Bldg-Alter/Repair,CORCORAN TRACT,Permit Finaled,INTERNET,984655,34.03819,-118.20129,2041.1,14
21041-10000-09192,Electrical,SUBDIVISION OF THE CHEESBROUGH TRACT,Issued,METRO,977636,34.03756,-118.19457,2039,14
16042-10000-03533,Plumbing,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Expired,METRO,991693,34.03628,-118.20241,2041.2,14
18041-10001-15280,Electrical,VALLEY VISTA TRACT,Issued,METRO,792758,,,2048.1,14
16044-10000-00486,HVAC,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Permit Finaled,METRO,622969,34.03623,-118.20159,2041.1,14
16044-10000-05067,HVAC,THOMPSON AND SCHOCK TRACT,Permit Finaled,METRO,622969,34.03575,-118.20439,2043,14
17016-10000-33525,Bldg-Alter/Repair,TR 2941,Permit Finaled,METRO,0,34.05049,-118.19325,2032,14
19041-20000-14978,Electrical,TR 4812,Issued,VAN NUYS,988324,34.04096,-118.19424,2038,14
17042-90000-17513,Plumbing,CARNATION TERRACE TRACT,Issued,INTERNET,995016,34.04921,-118.19552,2038,14
18041-90000-33802,Electrical,DACOTAH TRACT,Permit Finaled,INTERNET,870639,34.03714,-118.20165,2041.1,14
16042-20000-03649,Plumbing,TREMONT TERRACE,Permit Expired,VAN NUYS,836216,34.05261,-118.19527,2032,14
19042-20000-11675,Plumbing,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,VAN NUYS,900919,34.03186,-118.19736,2039,14
18042-10001-11488,Plumbing,RAYMUND HEIGHTS TRACT,Permit Finaled,METRO,907585,34.04657,-118.19336,2038,14
18042-90000-19040,Plumbing,EAST END TERRACE,Permit Finaled,INTERNET,940874,34.0344,-118.19349,2039,14
17042-10000-04934,Plumbing,BOSTON HEIGHTS,Permit Finaled,METRO,991693,34.06033,-118.19282,2031,14
19042-90000-14143,Plumbing,DACOTAH TRACT,Permit Finaled,INTERNET,989217,34.03707,-118.20199,2041.1,14
17016-90000-25962,Bldg-Alter/Repair,TR 78,Permit Finaled,INTERNET,867228,34.03348,-118.19541,2039,14
16016-70000-15538,Bldg-Alter/Repair,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Issued,SOUTH LA,964798,34.03664,-118.20107,2041.1,14
16014-10000-01708,Bldg-Alter/Repair,EAST END TERRACE,Permit Finaled,METRO,0,34.03626,-118.19375,2039,14
19042-30000-13919,Plumbing,HAMMELL'S SUBDIVISION OF LOTS 31 AND 32 OF WORKMAN AND HELLMAN'S SUBDIVISION OF,Issued,WEST LA,989217,34.03384,-118.20355,2041.2,14
18016-40000-27998,Bldg-Alter/Repair,CARNATION TERRACE TRACT,Issued,SANPEDRO,987021,34.04612,-118.19458,2038,14
19042-90000-13764,Plumbing,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Issued,INTERNET,989217,34.03623,-118.20159,2041.1,14
16041-10000-04025,Electrical,KENYON AND SMITH TRACT,Permit Expired,METRO,980770,34.03151,-118.19877,2041.2,14
18016-10000-23833,Bldg-Alter/Repair,KENYON AND SMITH TRACT,Refund Completed,METRO,0,34.03334,-118.19765,2041.2,14
16044-90000-08502,HVAC,TR 8453,Permit Finaled,INTERNET,673678,34.05402,-118.19335,2032,14
19042-90000-15241,Plumbing,EAST END TERRACE,Permit Finaled,INTERNET,989217,34.03604,-118.19476,2039,14
17044-10000-11001,HVAC,CARNATION TERRACE TRACT,Permit Finaled,METRO,748189,34.04713,-118.19612,2038,14
19042-90000-13647,Plumbing,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Permit Finaled,INTERNET,989217,34.03618,-118.20148,2041.1,14
17016-10000-19172,Bldg-Alter/Repair,LA PALOMA HEIGHTS TRACT,Permit Finaled,METRO,1006765,34.03503,-118.19862,2041.1,14
17042-70000-25740,Plumbing,TR 4812,Permit Finaled,SOUTH LA,570935,34.04233,-118.1938,2038,14
17042-20000-00481,Plumbing,"RECORDS SUBDIVISION OF THE WESTERLY 1/2 OF LOT 7, BLOCK 74 HANCOCKS SURVEY",Issued,VAN NUYS,979839,34.04508,-118.19775,2038,14
16014-10000-03796,Bldg-Addition,"RECORDS SUBDIVISION OF THE WESTERLY 1/2 OF LOT 7, BLOCK 74 HANCOCKS SURVEY",CofO Issued,METRO,650345,,,2038,14
17042-20000-23867,Plumbing,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,VAN NUYS,900919,34.03509,-118.20353,2041.2,14
18042-10002-11488,Plumbing,RAYMUND HEIGHTS TRACT,Permit Finaled,METRO,907585,34.04657,-118.19336,2038,14
20041-90000-27906,Electrical,TR 2941,Permit Finaled,INTERNET,878395,34.0507,-118.19569,2032,14
17044-90000-06626,HVAC,TR 4812,Issued,INTERNET,693746,34.04143,-118.1936,2038,14
17044-70000-13429,HVAC,MOUNTAIN VIEW TRACT,Permit Finaled,SOUTH LA,979485,34.03488,-118.20093,2041.2,14
17041-10000-29684,Electrical,S 1/2 LOT 5 BLOCK F HANCOCK SURVEY,Issued,METRO,982892,34.03397,-118.19652,2039,14
16041-90000-23658,Electrical,"RECORDS SUBDIVISION OF THE WESTERLY 1/2 OF LOT 7, BLOCK 74 HANCOCKS SURVEY",Permit Finaled,INTERNET,650345,34.04372,-118.19935,2038,14
16041-90000-28256,Electrical,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,INTERNET,993884,34.03176,-118.19815,2039,14
21042-10000-04802,Plumbing,SUBDIVISION OF THE CHEESBROUGH TRACT,Issued,METRO,977636,34.03756,-118.19457,2039,14
18016-90000-13298,Bldg-Alter/Repair,TR 2941,Permit Finaled,INTERNET,613782,34.04932,-118.19493,2032,14
17016-10000-16069,Bldg-Alter/Repair,"SUBDIVISION OF LOT 5 OF THE N 1/2 OF LOT 7, BLOCK 73 HANCOCK'S SURVEY",Permit Finaled,METRO,617489,34.03782,-118.19955,2041.1,14
18016-10000-08032,Bldg-Alter/Repair,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Permit Finaled,METRO,802990,34.03676,-118.19879,2041.1,14
18041-90000-19281,Electrical,RAYMUND HEIGHTS TRACT,Permit Finaled,INTERNET,991136,34.04468,-118.19357,2038,14
15014-20000-03523,Bldg-Addition,TR 5258,CofO Issued,VAN NUYS,0,34.05188,-118.19375,2032,14
16044-10000-07648,HVAC,TR 2941,Permit Finaled,METRO,899875,34.05184,-118.19515,2032,14
21044-90000-01219,HVAC,PLATEAU TRACT,Permit Finaled,INTERNET,1003103,34.03299,-118.19323,2039,14
18014-20000-04320,Bldg-Addition,KENYON AND SMITH TRACT,Issued,VAN NUYS,0,34.03214,-118.19956,2041.2,14
16016-90000-08585,Bldg-Alter/Repair,CORCORAN TRACT,Permit Finaled,INTERNET,876769,34.03921,-118.20065,2041.1,14
18041-10000-12586,Electrical,EUCLID PLACE TRACT,Permit Finaled,METRO,1021841,34.03655,-118.20375,2043,14
19041-10000-21157,Electrical,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,METRO,741228,34.03166,-118.1958,2039,14
16016-90000-15578,Bldg-Alter/Repair,"RECORDS SUBDIVISION OF THE WESTERLY 1/2 OF LOT 7, BLOCK 74 HANCOCKS SURVEY",Permit Finaled,INTERNET,650345,34.04372,-118.19935,2038,14
19041-90000-23559,Electrical,DACOTAH TRACT,Issued,INTERNET,997538,34.03781,-118.20153,2041.1,14
16030-10000-00212,Grading,TR 2941,Permit Finaled,METRO,423484,34.04873,-118.19358,2032,14
18041-40000-02262,Electrical,LA PALOMA HEIGHTS ADDITION,Permit Finaled,SANPEDRO,801984,34.03536,-118.19635,2041.1,14
17042-90000-05936,Plumbing,CORCORAN TRACT,Permit Finaled,INTERNET,505706,34.03852,-118.20059,2041.1,14
16041-20000-13225,Electrical,PLATEAU TRACT,Permit Finaled,VAN NUYS,993986,,,2039,14
17016-20001-08265,Bldg-Alter/Repair,HYLAND HEIGHTS TRACT,Permit Finaled,VAN NUYS,1020110,34.04556,-118.19615,2038,14
18042-10000-01747,Plumbing,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,METRO,622969,34.03547,-118.20164,2041.2,14
17041-10000-28272,Electrical,RAYMUND HEIGHTS TRACT,Issued,METRO,652408,34.04672,-118.19372,2038,14
17041-90000-46324,Electrical,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVISION",Permit Finaled,INTERNET,727157,34.03411,-118.20189,2041.2,14
18016-70001-37566,Bldg-Alter/Repair,"RECORDS SUBDIVISION OF THE WESTERLY 1/2 OF LOT 7, BLOCK 74 HANCOCKS SURVEY",Permit Finaled,SOUTH LA,929543,34.04408,-118.19804,2038,14
18041-90000-42159,Electrical,"RECORDS SUBDIVISION OF THE WESTERLY 1/2 OF LOT 7, BLOCK 74 HANCOCKS SURVEY",Permit Finaled,INTERNET,995016,34.0452,-118.19731,2038,14
19042-90000-00508,Plumbing,MOUNTAIN VIEW TRACT,Permit Finaled,INTERNET,1037967,34.03529,-118.2002,2041.2,14
18041-70000-00848,Electrical,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Issued,SOUTH LA,987371,34.03143,-118.19384,2039,14
21042-90000-13840,Plumbing,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,INTERNET,0,34.03153,-118.1939,2039,14
17016-10000-24347,Bldg-Alter/Repair,KENYON AND SMITH TRACT,Permit Finaled,METRO,0,34.03181,-118.19948,2041.2,14
17016-10000-34225,Bldg-Alter/Repair,RAYMUND HEIGHTS TRACT,Permit Finaled,METRO,0,34.04657,-118.19336,2038,14
16042-10000-13173,Plumbing,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,METRO,622969,34.03455,-118.20288,2041.2,14
17010-10000-02390,Bldg-New,TR 5258,Issued,METRO,0,34.05125,-118.19281,2032,14
17041-10000-07775,Electrical,KENYON AND SMITH TRACT,Permit Finaled,METRO,1006765,34.03189,-118.19858,2041.2,14
17041-10000-36686,Electrical,CARNATION TERRACE TRACT,Issued,METRO,926839,34.04564,-118.19577,2038,14
18044-10000-10977,HVAC,HYLAND HEIGHTS TRACT,Permit Finaled,METRO,622969,34.04555,-118.19611,2038,14
18044-90000-14219,HVAC,EAST END TERRACE,Permit Finaled,INTERNET,1021591,34.03561,-118.19253,2039,14
17044-90000-13563,HVAC,MOUNTAIN VIEW TRACT,Permit Finaled,INTERNET,302865,34.03444,-118.20109,2041.2,14
21041-90000-12075,Electrical,RAYMUND HEIGHTS TRACT,Permit Finaled,INTERNET,1021135,34.04562,-118.19415,2038,14
17042-90000-26623,Plumbing,MOUNTAIN VIEW TRACT,Permit Finaled,INTERNET,302865,34.03444,-118.20109,2041.2,14
18044-70000-07903,HVAC,TR 4812,Permit Finaled,SOUTH LA,765074,34.04208,-118.19396,2038,14
16042-10000-18767,Plumbing,TR 2941,Permit Finaled,METRO,622969,34.05069,-118.19451,2032,14
17014-20000-01235,Bldg-Addition,LA PALOMA HEIGHTS TRACT,Issued,VAN NUYS,1002544,34.03781,-118.19847,2041.1,14
18014-10000-00418,Bldg-Addition,RAYMUND HEIGHTS TRACT,CofO Issued,METRO,0,,,2038,14
16042-10000-03423,Plumbing,KENYON AND SMITH TRACT,Permit Expired,METRO,980770,34.03151,-118.19877,2041.2,14
20016-90000-21432,Bldg-Alter/Repair,TR 4812,Permit Finaled,INTERNET,1035546,34.0415,-118.19263,2038,14
19016-90000-18918,Bldg-Alter/Repair,TR 5258,Permit Finaled,INTERNET,1011562,34.05264,-118.19429,2032,14
17042-90000-27824,Plumbing,CARNATION TERRACE TRACT,Permit Finaled,INTERNET,505706,34.04784,-118.19478,2038,14
17016-10000-37372,Bldg-Alter/Repair,TR 8453,Permit Finaled,METRO,779133,34.05287,-118.19414,2032,14
18042-90000-20381,Plumbing,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Permit Finaled,INTERNET,989217,34.03608,-118.20126,2041.1,14
17016-10000-36494,Bldg-Alter/Repair,TR 2271,Permit Finaled,METRO,0,34.03449,-118.20522,2043,14
16016-90000-10942,Bldg-Alter/Repair,TR 8453,Permit Finaled,INTERNET,876769,34.05287,-118.19414,2032,14
16016-10000-05951,Bldg-Alter/Repair,TR 8453,Permit Finaled,METRO,753835,34.05402,-118.19279,2032,14
22016-90000-02332,Bldg-Alter/Repair,TR 4812,Permit Finaled,INTERNET,1072600,34.04234,-118.1951,2038,14
